country,stateprovince,county,collectioncode,catalognumber,locality,scientificname,decimallatitude,decimallongitude,daycollected,monthcollected,yearcollected
Brasil,Santa Catarina,Itajaí,MCP-PEIXES,29088,Rio do Meio em direção a localidade de Rio do Meio (afluente do rio Itajaí-Mirim),Characidium pterostictum,-26.9666671753,-48.7166671753,21,02,2002
Brasil,Santa Catarina,Itajaí,MCP-PEIXES,29099,Arroio afluente do rio do Meio a ca. de 5 km da BR 486 em direção a localidade de Rio do Meio (->rio Itajaí-Mirim),Characidium pterostictum,-26.9500007629,-48.7166671753,21,02,2002
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,29110,"Arroio Garapiá, abaixo da cachoeira (afluente do arroio Forqueta -> rio Maquiné), Barra do Ouro.",Characidium pterostictum,-29.5047222222,-50.2394444444,19,12,2001
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,29115,"Arroio Forqueta junto a foz de arroio (afluente rio Maquiné), Barra do Ouro",Characidium pterostictum,-29.5355555556,-50.2058333333,18,12,2001
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,29118,"Arroio Garapiá, ca. 300 m abaixo da cachoeira (afluente do arroio Forqueta -> rio Maquiné)< Barra do Ouro.",Characidium pterostictum,-29.5072222222,-50.2441666667,19,12,2001
Brasil,Rio Grande do Sul,Itati,MCP-PEIXES,29285,Rio Três Forquilhas na Vila Itati.,Characidium pterostictum,-29.5086116791,-50.0922241211,26,03,2002
Brasil,Paraná,Morretes,MCP-PEIXES,31855,Rio Borroca (afluente do rio Nhundiaquara).,Characidium pterostictum,-25.4111118317,-48.8408317566,23,09,2002
Brasil,Santa Catarina,Joinville,MCP-PEIXES,31859,"Rio da Prata afluente rio Cubatão (Norte), ca de 5,1 Km da BR 101, na estrada SC 301.",Characidium pterostictum,-26.1758327484,-48.9533348083,20,10,2002
Brasil,Rio Grande do Sul,Rolador,MCP-PEIXES,34869,"Arroio Forte, afluente do rio Ijuí (margem esquerda).",Characidium pterostictum,-28.2566666667,-54.8819444444,01,03,2004
Brasil,Rio Grande do Sul,Roque Gonzales,MCP-PEIXES,34972,"Arroio Portão, afluente do rio Ijuí.",Characidium pterostictum,-28.1058330536,-54.9758338928,29,02,2004
Brasil,Rio Grande do Sul,Cerro Largo,MCP-PEIXES,34994,"Arroio Encantado em direção a BR392, afluente do rio Ijuí (margem direita).",Characidium pterostictum,-28.1422222222,-54.7075,29,02,2004
Brasil,Rio Grande do Sul,Turvo,MCP-PEIXES,35060,"Rio Turvo, próximo a Turvo, na estrada de André da Rocha parra Barretos (bacia do rio Taquari).",Characidium pterostictum,-28.4052772522,-51.4902763367,22,05,2004
Brasil,Rio Grande do Sul,Dezeseis de Novembro,MCP-PEIXES,35311,"Lageado Araçá, afluente do rio Ijuí (margem esquerda).",Characidium pterostictum,-28.2063884735,-54.9494438171,13,06,2004
Brasil,Rio Grande do Sul,São Pedro do Butiá,MCP-PEIXES,35336,"Arroio Albino, afluente do rio Ijuí (margem direita).",Characidium pterostictum,-28.1361103058,-54.924446106,12,06,2004
Brasil,Rio Grande do Sul,Salvador das Missões,MCP-PEIXES,37029,"Arroio Alexandrino, afluente do rio Ijuí (margem direita).",Characidium pterostictum,-28.1736111111,-54.8013888889,31,10,2004
Brasil,Rio Grande do Sul,Rolador,MCP-PEIXES,37260,"Arroio Forte, afluente do rio Ijuí (margem esquerda).",Characidium pterostictum,-28.2566661835,-54.881942749,12,01,2005
Brasil,Rio Grande do Sul,Dezeseis de Novembro,MCP-PEIXES,37296,"Arroio Limoeiro, afluente do rio Ijuí (margem direita).",Characidium pterostictum,-28.1947222222,-55.0205555556,11,01,2005
Brasil,Rio Grande do Sul,Pedro Osório,MCP-PEIXES,38366,"Arroio Lageado afluente do arroio Arambaré, na estação Férrea Carvalho Freitas.",Characidium pterostictum,-31.8641662598,-52.8233337402,22,04,2005
Brasil,Rio Grande do Sul,Walachai,MCP-PEIXES,40511,"rio Cadeia, abaixo da cachoeira, ponte Farroupilha, estrda Walachai Joanita (localidade de rio Loch)",Characidium pterostictum,-29.4952774048,-51.0472221375,22,03,2006
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,40752,"Arroio das Traíras, BR-153.",Characidium pterostictum,-31.0913887024,-53.7258338928,01,08,2006
Brasil,Rio Grande do Sul,Lavras do Sul,MCP-PEIXES,40806,"Arroio Mantiqueira, estrada secundária Bagé.",Characidium pterostictum,-30.9061107635,-53.9672241211,31,07,2006
Brasil,São Paulo,Iporanga,MCP-PEIXES,42438,"Rio Betari (ou afluente), na localidade de Bairro da Serra, entre Iporanga e Apiaí",Characidium pterostictum,-24.5625,-48.6683333333,06,01,2008
Brasil,Rio Grande do Sul,Pelotas,MCP-PEIXES,45820,Arroio Corrientes,Characidium pterostictum,-31.5627777778,-52.1058333333,20,08,2007
Brasil,Rio Grande do Sul,Cerro Largo,MCP-PEIXES,45887,"Rio Ijui, junto a barragem de passo São José",Characidium pterostictum,-28.1772222222,-54.8155555556,09,11,2010
Brasil,Rio Grande do Sul,Lagoa Vermelha,MCP-PEIXES,49494,"Ponte na RS-470, em Santo Antonio do Turvo",Characidium pterostictum,-28.4052777778,-51.4905,20,01,2016
Brasil,Paraná,Ponta Grossa,MCP-PEIXES,50235,"Rio Caçador, afluente do rio Conceição",Characidium pterostictum,-25.1345,-49.7566388889,06,10,2015
Brasil,Rio Grande do Sul,Espumoso,MCP-PEIXES,50893,Rio Turvo a sudeste de Espumoso,Characidium pterostictum,-28.7297222222,-52.7945555556,12,10,2016
Brasil,Rio Grande do Sul,Jóia,MCP-PEIXES,50914,"Rio Itu (agropecuária dos Hinz), distrito de Coimbra",Characidium pterostictum,-28.7158055556,-54.3309166667,12,10,2016
Brasil,Rio Grande do Sul,Três Cachoeiras,MCP-PEIXES,53875,"Rio do Terra ca 4,5Km SW da estr RS-494",Characidium pterostictum,-29.4486111111,-49.9613888889,19,07,2018
Brasil,Rio Grande do Sul,Mampituba,MCP-PEIXES,53895,Riacho afl. do rio Sangão em Rio de Dentro,Characidium pterostictum,-29.2386111111,-49.9747222222,19,07,2018
Brasil,Santa Catarina,Praia Grande,MCP-PEIXES,53898,Arroio na localidade de Vila Rosa,Characidium pterostictum,-29.1805555556,-49.9708333333,19,07,2018
Brasil,Santa Catarina,Jacinto Machado,MCP-PEIXES,53963,Rio da Pedra na ponte (antiga),Characidium pterostictum,-28.9994444444,-49.7627777778,18,07,2018
Brasil,Rio Grande do Sul,Itati,MCP-PEIXES,54016,Arroio do Padre ca 3Km a leste da BR-453,Characidium pterostictum,-29.4916666667,-50.1422222222,18,08,2018
Brasil,Rio Grande do Sul,Morrinhos do Sul,MCP-PEIXES,54023,Rio do Mengue entre Pixirica e Morro do Forno,Characidium pterostictum,-29.3086111111,-49.9508333333,19,08,2018
Brasil,Rio Grande do Sul,Três Forquilhas,MCP-PEIXES,54039,Riacho no caminho para a cascata da Pedra Branca,Characidium pterostictum,-29.4316666667,-50.1119444444,18,08,2018
Brasil,Santa Catarina,Jacinto Machado,MCP-PEIXES,55086,"Sanga do Areal, acima da represa",Characidium pterostictum,-29.0727777778,-49.8761111111,27,12,2023
Brasil,Rio Grande do Sul,Mampituba,MCP-PEIXES,55096,Afluente do rio Morto,Characidium pterostictum,-29.2494444444,-49.9505555556,27,12,2023
Brasil,Rio Grande do Sul,Morrinhos do Sul,MCP-PEIXES,55105,Afluente da lagoa do Morro do Forno,Characidium pterostictum,-29.3769444444,-49.9716666667,27,12,2023
Brasil,Santa Catarina,Timbé do Sul,MCP-PEIXES,55116,"Arroio afluente do Rio itoupava, próximo a Suculentas da Graci",Characidium pterostictum,-28.7883333333,-49.7788888889,07,01,2024
Brasil,Santa Catarina,Grão Pará,MCP-PEIXES,55163,Rio Fortuna ao N do arroio dos Porcos,Characidium pterostictum,-28.0502777778,-49.315,08,01,2024
Brasil,Santa Catarina,Major Gercino,MCP-PEIXES,55533,Rio Tijucas,Characidium pterostictum,-27.4327777778,-48.9675,17,12,2024
Brasil,Rio Grande do Sul,Alegrete,MCP-PEIXES,11398,Sanga do Leal (drenagem do rio Ibirapuitã -> Uruguai),Characidium rachovii,-30.1833324432,-55.5333328247,11,11,1986
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,55653,"Rio Caty , estrada BR 293, divisa Livramento-Quaraí",Characidium pterostictum,-30.4922222222,-56.2066666667,21,03,2025
Brasil,Rio Grande do Sul,Caraá,MCP-PEIXES,55697,Rio dos Sinos em Alameda dos Pinhais ca 1Km a montante da barragem Caraá,Characidium pterostictum,-29.8127777778,-50.4105555556,01,05,2025
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,9320,Rio Jaguari,Characidium pterostictum,-29.6333332062,-54.8499984741,15,09,1983
Brasil,Rio Grande do Sul,Cruzeiro do Sul,MCP-PEIXES,9851,Arroio Sampaio.,Characidium pterostictum,-29.4833335876,-52.1333351135,18,11,1983
Brasil,Rio Grande do Sul,Uruguaiana,MCP-PEIXES,10157,Arroio Quaraí-Chico em Barra do Quaraí.,Characidium rachovii,-30.2166671753,-57.5166664124,16,11,1984
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,11357,Sanga afluente do rio Garupá (drenagem do rio Uruguai),Characidium rachovii,-30.15,-56.2166666667,12,11,1986
Brasil,Rio Grande do Sul,Alegrete,MCP-PEIXES,11378,Sanga na estrada Santana do Livramento/Alegrete.,Characidium rachovii,-29.7833328247,-55.7999992371,13,11,1986
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,11390,"Arroio Garupa, divisa Quarai /Uruguaiana (sistema do rio Uruguai)",Characidium rachovii,-30.0666666667,-56.2333333333,11,11,1986
Brasil,Rio Grande do Sul,Santana do Livramento,MCP-PEIXES,16286,"Poças próximo ao Rio Ibicuí da Armada, no Passo do Ibicuí da Armada, 16 Km a Leste da BR-158.",Characidium rachovii,-30.6666660309,-55.0333328247,03,04,1993
Brasil,Rio Grande do Sul,Rio Grande,MCP-PEIXES,17403,"Banhado do arroio Cabeças, próximo a Vila da Quinta.",Characidium rachovii,-32.0833320618,-52.2666664124,16,10,1992
Brasil,Rio Grande do Sul,Pelotas,MCP-PEIXES,17567,"Antigo canalete de drenagem próximo ao Passo do Tabajara, banhado do Pontal da Barra, Laranjal.",Characidium rachovii,-31.7833328247,-52.2333335876,05,06,1992
Brasil,Rio Grande do Sul,Rio Grande,MCP-PEIXES,19065,Arroio Bolacha,Characidium rachovii,-32.0499992371,-52.0833320618,21,07,1992
Brasil,Rio Grande do Sul,Rio Grande,MCP-PEIXES,19066,Arroio Bolacha,Characidium rachovii,-32.0499992371,-52.0833320618,11,11,1995
Brasil,Rio Grande do Sul,Rio Grande,MCP-PEIXES,19070,Arroio Bolacha,Characidium rachovii,-32.0499992371,-52.0833320618,30,05,1996
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,19567,Rio Quaraí-Mirim na estrada Uruguaiana/Quaraí.,Characidium rachovii,-30.2580547333,-56.5102767944,13,09,1996
Brasil,Rio Grande do Sul,São José do Norte,MCP-PEIXES,21360,Arroio no balneario de Bujuru.,Characidium rachovii,-31.671667099,-51.4075012207,21,09,1998
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,35129,"Arroio Quebramchinho (afluente do rio Negro), a ca. de 10 km a sudeste de Bagé.",Characidium rachovii,-31.3138888889,-54.0122222222,23,04,2004
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,35181,"Sanga do Acampamento (afluente do rio Negro), na BR-293, a ca. de 24 Km a WNW de Bagé.",Characidium rachovii,-31.2038879395,-54.3016662598,24,04,2004
Brasil,Rio Grande do Sul,Pelotas,MCP-PEIXES,45822,Arroio Corrientes,Characidium rachovii,-31.5627777778,-52.1058333333,20,08,2007
Brasil,Rio Grande do Sul,Dom Pedrito,MCP-PEIXES,9634,"Rio Santa Maria, estrada BR 293, trecho Bagé/Dom Pedrito, km 219, na segunda ponte. (afl. rio Ibicui -> rio Uruguai)",Characidium rachovii,-31.0666675568,-54.6333351135,26,10,1982
Brasil,Santa Catarina,Concórdia,MCP-PEIXES,12488,Rio Jacutinga na estrada Seara / Concórdia (BR-283) (sistema do rio Uruguai).,Characidium serrano,-27.1666660309,-52.1500015259,02,10,1988
Brasil,Rio Grande do Sul,Marcelino Ramos,MCP-PEIXES,13314,Rio Ligeiro na estrada Marcelino Ramos / Maximiliano de Almeida (afluente do rio Uruguai).,Characidium serrano,-27.6333332062,-51.8666648865,17,02,1989
Brasil,Rio Grande do Sul,São Nicolau,MCP-PEIXES,16140,"Arroio Canoin, estrada Pirapó / São Nicolau.",Characidium serrano,-28.1333332062,-55.2333335876,02,11,1988
Brasil,Santa Catarina,Concórdia,MCP-PEIXES,16141,"Rio Jacutinga, na estrada de Concórdia para Seara (afl. rio Uruguai).",Characidium serrano,-27.1666660309,-52.1666679382,13,12,1992
Brasil,Rio Grande do Sul,Tupitinga,MCP-PEIXES,19381,Rio Canoas na estrada Tupitinga/Celso Ramos.,Characidium serrano,-27.5863895416,-51.4025001526,13,11,1996
Brasil,Rio Grande do Sul,Terra de Areia,MCP-PEIXES,10110,Rio Maquiné junto à foz na lagoa dos Quadros,Characidium sp.,-29.7333335876,-50.1500015259,17,07,1984
Brasil,Rio Grande do Sul,Ijuí,MCP-PEIXES,10155,"Arroio afluente do rio Ijuí, na estrada São Luiz Gonzaga / Ijuí.",Characidium sp.,-28.3833332062,-53.9166679382,19,11,1984
Uruguai,Cerro Largo,Arreria,MCP-PEIXES,10267,Lagoa a 10 m do rio Negro.,Characidium sp.,-31.8333339691,-54.4666671753,19,05,1984
Uruguai,Cerro Largo,Arreria,MCP-PEIXES,10407,"Rio Negro, fazenda Arreria",Characidium sp.,-31.8333339691,-54.4666671753,19,05,1984
Brasil,Rio Grande do Sul,Triunfo,MCP-PEIXES,10424,"Arroio na área do SITEL, III Pólo Petroquímico (drenagem do rio Caí -> rio Jacuí).",Characidium sp.,-29.8333339691,-51.3833351135,07,05,1985
Brasil,Santa Catarina,Joinville,MCP-PEIXES,10715,Rio Canela,Characidium sp.,-26.2999992371,-48.8499984741,13,03,1985
Brasil,Rio Grande do Sul,Iraí,MCP-PEIXES,10857,"Sanga das Águas Frias, cerca de 100 m do rio Uruguai (drenagem do rio Uruguai).",Characidium sp.,-27.2000007629,-53.2833328247,22,12,1985
Brasil,Rio Grande do Sul,Santana do Livramento,MCP-PEIXES,10922,"Afluente do rio Ibicuí da Faxina, estrada Santana do Livra mento/Rosário do Sul, à 500 m. do entroncamento para Bagé.",Characidium sp.,-30.7833328247,-55.2000007629,20,07,1986
Brasil,Santa Catarina,Gravatal,MCP-PEIXES,11077,Rio Capivari na estrada Gravatal/Armazém.,Characidium sp.,-28.2833328247,-49.0333328247,10,12,1986
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,11348,Sanga afluente do rio Garupá (drenagem do rio Uruguai),Characidium sp.,-30.15,-56.2166666667,12,11,1986
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,11383,"Arroio Quaraí-Mirim, estrada Quaraí - Alegrete (drenagem do rio Uruguai)",Characidium sp.,-30.2999992371,-56.3166656494,12,11,1986
Brasil,Rio Grande do Sul,Quaraí,MCP-PEIXES,11405,"Arroio Garupa, divisa Quarai /Uruguaiana (sistema do rio Uruguai)",Characidium sp.,-30.0666666667,-56.2333333333,11,11,1986
Brasil,Rio Grande do Sul,Restinga Seca,MCP-PEIXES,11908,"Várzea do rio Jacui, estrada Santa Maria / Vera Cruz.",Characidium sp.,-29.7999992371,-53.2833328247,16,09,1983
Brasil,Rio Grande do Sul,Cacequi,MCP-PEIXES,11958,Rio Saicã,Characidium sp.,-29.8833332062,-55.0333328247,13,09,1983
Brasil,São Paulo,São José dos Campos,MCP-PEIXES,12235,"Rio Buquira, na estrada SP 050, cerca de 10 km de São José dos Campos (sistema do Paraíba do Sul->costeiro do sudeste)",Characidium sp.,-23.1166667938,-45.9166679382,28,07,1988
Brasil,Santa Catarina,Concórdia,MCP-PEIXES,12272,Rio do Peixe em Volta Grande (sistema do rio Uruguai),Characidium sp.,-27.4666671753,-51.8833351135,18,08,1988
Brasil,Santa Catarina,Campos Novos,MCP-PEIXES,12364,"Rio Canoas, na estrada (BR 282) entre Vargem e São José do Cerrito (drenagem do rio Uruguai)",Characidium sp.,-27.5499992371,-50.8833351135,10,09,1988
Brasil,Santa Catarina,Abdon Batista,MCP-PEIXES,12789,"Rio Canoas, na estrada Anita Garibaldi/Abdon Batista (drenagem do rio Uruguai)",Characidium sp.,-27.6499996185,-51.0833320618,11,11,1988
Brasil,Santa Catarina,Abdon Batista,MCP-PEIXES,12890,"Rio Canoas, estrada Anita Garibaldi/Abdon Batista (afluente do rio Uruguai)",Characidium sp.,-27.6499996185,-51.0666656494,22,01,1989
Argentina,Misiones,Azara,MCP-PEIXES,13317,"Arroio Chimiray, 5 km da localidade de Azara, divisa das Provincias de Missiones e Corrientes (afl. do rio Uruguai)",Characidium sp.,-28.0833339691,-55.7000007629,26,06,1989
Brasil,Rio Grande do Sul,Capão da Canoa,MCP-PEIXES,13639,"Sanga afluente da lagoa dos Quadros, próximo a praia do Barco",Characidium sp.,-29.6333333333,-50.0333333333,01,10,1989
Brasil,Rio Grande do Sul,Eldorado do Sul,MCP-PEIXES,13689,"Sanga na BR 290, a cerca de 2 km da BR 116, afluente do lago Guaíba.",Characidium sp.,-30.0499992371,-51.3833351135,10,11,1989
Brasil,Rio Grande do Sul,Eldorado do Sul,MCP-PEIXES,13957,"Sanga próxima a BR-290, a cerca de 10 km da BR-116, afluente do lago Guaíba.",Characidium sp.,-30.0499992371,-51.4333343506,10,11,1989
Brasil,Santa Catarina,Abdon Batista,MCP-PEIXES,14462,Rio Canoas na estrada entre Abdom Batista e Anita Garibaldi (afl. rio Uruguai),Characidium sp.,-27.6499996185,-51.0833320618,29,06,1988
Brasil,Rio Grande do Sul,Caraá,MCP-PEIXES,14635,Rio Caraá em Caraá próximo ao rio dos Sinos (sist. rio dos Sinos -> rio Jacuí).,Characidium sp.,-29.7944450378,-50.4336128235,17,01,1991
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,14857,"Arroio Agua Parada, a cerca de 200 m da cidade de Maquiné (afl. do rio Maquiné -> rios Costeiros)",Characidium sp.,-29.6666660309,-50.2000007629,14,01,1991
Brasil,São Paulo,Corumbataí,MCP-PEIXES,14997,Rio Corumbataí na cidade de Corumbataí,Characidium sp.,-22.2166671753,-47.6333351135,20,07,1991
Brasil,Goiás,São Domingos,MCP-PEIXES,15128,Rio São Domingos,Characidium sp.,-13.4166669846,-46.3333320618,29,07,1988
Brasil,Mato Grosso,Barra do Bugres,MCP-PEIXES,15509,"Riacho cruzando a estrada Tangará da Serra / Barra do Bugres, 13 k ao sul de Nova Olímpia (afl. do rio Paraguai)",Characidium sp.,-14.8333330154,-57.2166671753,11,08,1991
Brasil,Mato Grosso,Porto Espiridião,MCP-PEIXES,15514,"Arroio afl. do rio do Bugre, km 165 da estr. (BR 174) Porto Espiridião/Pontes e Lacerda, 48 km de Porto",Characidium sp.,-15.6166667938,-58.7999992371,13,08,1991
Brasil,Mato Grosso,Cáceres,MCP-PEIXES,15518,Rio Paraguai em Cáceres e arredores,Characidium sp.,-16.0499992371,-57.7000007629,11,08,1991
Brasil,Mato Grosso,Porto Espiridião,MCP-PEIXES,15519,"Arroio afl. do rio do Bugre, km 165 da estr. (BR 174) Porto Espiridião/Pontes e Lacerda, 48 km de Porto",Characidium sp.,-15.6166667938,-58.7999992371,13,08,1991
Brasil,Mato Grosso,Barra do Bugres,MCP-PEIXES,15523,"Arroio em Porto Estrela, na estrada Barra do Bugres / Cáceres 35 km S de Barra do Bugres (afl. do rio Paraguai)",Characidium sp.,-15.4,-57.25,11,08,1991
Brasil,Mato Grosso,Cáceres,MCP-PEIXES,15524,"Arroio Caramujo, na estrada (BR 070) Cuiabá / Porto Velho 33 km a noroeste de Cáceres (afl. do rio Paraguai)",Characidium sp.,-15.8333330154,-57.8666648865,13,08,1991
Brasil,Mato Grosso,Jangada,MCP-PEIXES,15531,"Ribeirão Espinheiro, cruzando a BR 364 (Cuiabá/Jangada), 21 km ao sul de Jangada (drenagem do rio Cuiabá)",Characidium sp.,-15.4,-56.3833333333,10,08,1991
Brasil,Mato Grosso,Porto Espiridião,MCP-PEIXES,15535,"Arroio afl. do rio do Bugre, na estrada (BR 174) Porto Espiridião / Pontes e Lacerda, 74 km de Porto Espiridião *",Characidium sp.,-15.5333337784,-59,13,08,1991
Brasil,Mato Grosso,Cáceres,MCP-PEIXES,15536,Rio Paraguai em Cáceres e arredores,Characidium sp.,-16.0499992371,-57.7000007629,11,08,1991
Brasil,Mato Grosso,Pontes e Lacerda,MCP-PEIXES,15537,Rio Guaporé e área inundada em Pontes e Lacerda (afluente do rio Madeira -> rio Amazonas),Characidium sp.,-15.1999998093,-59.3499984741,13,08,1991
Brasil,Goiás,Niquelândia,MCP-PEIXES,15941,"Arroio Forquilha na fazenda Forquilha, estrada entre Niquelândia e a Codemin, a 11km da Codemin.",Characidium sp.,-14.3000001907,-48.4166679382,15,07,1992
Brasil,Goiás,Niquelândia,MCP-PEIXES,16045,"Ribeirão do Engenho, na estrada entre Niquelândia e a Codemin, a 29 km ao Sul da Codemin.",Characidium sp.,-14.4166669846,-48.4666671753,16,07,1992
Brasil,Goiás,Niquelândia,MCP-PEIXES,16059,Arroio Arara na ponte de Rosariana,Characidium sp.,-14.0166664124,-48.4333343506,14,07,1992
Brasil,Goiás,Niquelândia,MCP-PEIXES,16145,"Ribeirão do Engenho, na estrada entre Niquelândia e a Codemin, a 29 km ao Sul da Codemin.",Characidium sp.,-14.4166669846,-48.4666671753,16,07,1992
Brasil,São Paulo,Corumbataí,MCP-PEIXES,16146,Rio Corumbataí na cidade de Corumbataí,Characidium sp.,-22.2166671753,-47.6333351135,20,07,1991
Brasil,Santa Catarina,Porto União,MCP-PEIXES,16148,"Rio Iguaçu em Porto União, próximo a ponte férrea (sistema do alto rio Paraná)",Characidium sp.,-26.2333335876,-51.0666656494,06,05,1990
Brasil,São Paulo,Monteiro Lobato,MCP-PEIXES,16149,"afluente do Buquira, sob a ponte na estrada SP 150 (sistema do rio Paraíba do Sul -> costeiro do sudeste).",Characidium sp.,-22.9500007629,-45.8499984741,28,07,1988
Brasil,Rio Grande do Sul,Uruguaiana,MCP-PEIXES,16252,"Rio Uruguai, no 'Cantão de São Marcos'.",Characidium sp.,-29.5041675568,-56.8436126709,10,12,1992
Brasil,Rio Grande do Sul,Santana do Livramento,MCP-PEIXES,16253,"Rio Sarandi III, na estrada Santana do Livramento/Quaraí (afluente do rio Quaraí -> rio Uruguai).",Characidium sp.,-30.5777778625,-56.0688896179,10,12,1992
